3,1007,59,2140664
1,1014,54,2151928
-10,1040,68,2184696
-6,996,92,2195960
3,1013,42,2207224
1,1021,8,2224632
5,1018,-11,2239992
6,1001,-24,2257400
8,1015,-31,2276856
12,1022,-36,2288120
6,1012,-43,2299384
8,1019,-43,2315768
19,1013,-49,2329080
9,1035,-48,2342392
9,1011,-49,2353656
13,998,-50,2364920
10,1016,-54,2391544
5,1010,-60,2402808
6,1014,-55,2418168
11,1002,-48,2434552
9,1006,-55,2445816
-4,1018,-56,2459128
14,1004,-56,2472440
1,1022,-63,2483704
8,1004,-59,2497016
9,1012,-66,2516472
7,1002,-67,2539000
5,1012,-66,2552312
7,1006,-72,2563576
8,1008,-64,2598392
11,1008,-83,2609656
12,1006,-76,2620920
6,1020,-60,2633208
4,1013,-86,2649592
5,1011,-79,2683384
5,1010,-93,2718200
4,1002,-99,2732536
7,984,-104,2744824
4,1003,-102,2756088
